"RCD","Symbol","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","HIF1A","HGNC:4910","ENSG00000100644","_NA_","Knock-down of HIF-1α increases free iron level, promotes mitochondrial iron accumulation and induces ferroptosis under hypoxia.","Human","HIF1A :-: iron accumulation, iron accumulation :+: Ferroptosis, HIF1A :-: Lpid ROS, Lipid ROS :+: Ferroptosis, HIF1A :-: PTGS2, PTGS2 :+: Ferroptosis, HIF1A :-: MDA, MDA :+: Ferroptosis, HIF1A :+: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","Q16665","33895289","HIF-1α in article.",2022-02-24,"FerrDb team","gene with protein product"
"Ferroptosis","NEAT1","HGNC:30815","ENSG00000245532","_NA_","NEAT1 knockdown and overexpression greatly increased and decreased cell death (TUNEL staining, p < 0.05;Figure 2b, c), respectively, and affected MDA levels (p < 0.05; Figure 2d) in A549 cells, further confirming the link between NEAT1 and ferroptosis induction.","Human","NEAT1 :-: Ferroptosis","Validated",0,"_NA_","_NA_","33730930","Long non-coding RNA.",2022-02-24,"FerrDb team","RNA, long non-coding"
"Ferroptosis","RRM2","HGNC:10452","ENSG00000171848","_NA_","Identification of critical ferroptosis regulators in lung adenocarcinoma that RRM2 facilitates tumor immune infiltration by inhibiting ferroptotic death.","Human","RRM2 :+: glutathione, glutathione :-: Ferroptosis, RRM2 :-: iron accumulation, iron accumulation :+: Ferroptosis, RRM2 :-: Lipid ROS, Lpid ROS :+: Ferroptosis, RRM2 :-: MDA, MDA :+: Ferroptosis","Validated",0,"_NA_","P31350","34648954","_NA_",2022-02-24,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","xCT inhibition induces MF-HSC ferroptosis.","Human","SC7A11 :+: GSH, GSH :-: Ferroptosis, SC7A11 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, SC7A11 :-: CHAC1, CHAC1 :+: Ferroptosis, SC7A11 :-: PTGS2, PTGS2 :+: Ferroptosis","Validated",0,"_NA_","Q9UPY5","33991158","xCT in article.",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","FTMT","HGNC:17345","ENSG00000181867","_NA_","Overexpression of FtMt reduced osteoblastic ferroptosis under high glucose condition while silent FtMt induced mitophagy through ROS / PINK1/Parkin pathway.","Rat","FTMT :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","Q8N4E7","33594527","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP1","HGNC:270","ENSG00000143799","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP1 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","P09874","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP2","HGNC:272","ENSG00000129484","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP2 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q9UGN5","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP3","HGNC:273","ENSG00000041880","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP3 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q9Y6F1","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP4","HGNC:271","ENSG00000102699","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP4 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q9UKK3","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP6","HGNC:26921","ENSG00000137817","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP6 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q2NL67","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP8","HGNC:26124","ENSG00000151883","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP8 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q8N3A8","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP9","HGNC:24118","ENSG00000138496","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP9 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q8IXQ6","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP10","HGNC:25895","ENSG00000178685","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP10 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q53GL7","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP11","HGNC:1186","ENSG00000111224","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP11 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q9NR21","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP12","HGNC:21919","ENSG00000059378","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP12 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q9H0J9","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP14","HGNC:29232","ENSG00000173193","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP14 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q460N5","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP15","HGNC:26876","ENSG00000173200","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP15 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q460N3","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PARP16","HGNC:26040","ENSG00000138617","_NA_","PARP inhibition promotes ferroptosis in ovarian cancer cells.","Human","PARP16 :+: SLC7A11, SLC7A11 :+: glutathione biosynthesis, glutathione biosynthesis :-: Lipid ROS, Lipid ROS :+: Ferroptosis","Deduced",0,"_NA_","Q8N5Y8","33722571","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","PDSS2","HGNC:23041","ENSG00000164494","_NA_","PDSS2 Inhibits the Ferroptosis of Vascular Endothelial Cells in Atherosclerosis by Activating Nrf2.","Human","PDSS2 :+: Nrf2, Nrf2 :-: iron content, iron content :+: Ferroptosis, PDSS2 :+: Nrf2, Nrf2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, PDSS2 :+: Nrf2, Nrf2 :+: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","Q86YH6","33929387","_NA_",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","TXN","HGNC:12435","ENSG00000136810","_NA_","Our results suggest that Trx-1 inhibits ferroptosis in PD through regulating GPX4 and GSH.","Mice","TXN :+: GPX4, GPX4 :-: Ferroptosis, TXN :+: GSH, GSH :-: Ferroptosis, TXN :-: Lpid ROS, Lipid ROS :+: Ferroptosis","Validated",0,"_NA_","P10599","33634378","Thioredoxin-1 in article.",2022-03-02,"FerrDb team","gene with protein product"
"Ferroptosis","SENP1","HGNC:17927","ENSG00000079387","_NA_","SENP1 overexpression suppresses ferroptotic cell death of H9c2 cells.","Rat","SENP1 :-: Lpid ROS, Lpid ROS :+: Ferroptosis, SENP1 :-: ACSL4, ACSL4 :+: Ferroptosis","Validated",0,"_NA_","Q9P0U3","33746578","_NA_",2022-03-03,"FerrDb team","gene with protein product"
"Ferroptosis","PLA2G6","HGNC:9039","ENSG00000184381","_NA_","Phospholipase iPLA2β Averts Ferroptosis By Eliminating A Redox Lipid Death Signal.","Human, mice","PLA2G6 :-: Ferroptosis","Validated",0,"_NA_","O60733","33542532","iPLA2β in article.",2022-03-03,"FerrDb team","gene with protein product"
"Ferroptosis","OIP5-AS1","HGNC:43563","ENSG00000247556","_NA_","LncRNA OIP5-AS1 inhibits ferroptosis in prostate cancer with long-term cadmium exposure through miR-128-3p/SLC7A11 signaling.","Human","OIP5-AS1 :-: miR-128-3p, miR-128-3p :-: SLC7A11, SLC7A11 :-: Ferroptosis, OIP5-AS1 :-: Fe2, Fe2 :+: Ferroptosis, OIP5-AS1 :-: iron content, iron content :+: Ferroptosis, OIP5-AS1 :+: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","_NA_","34051661","Long non-coding RNA.",2022-03-03,"FerrDb team","RNA, long non-coding"
"Ferroptosis","MIR190A","HGNC:31560","ENSG00000211137","_NA_","miR-190a-5p inhibits ferroptosis induced by erastin and RSL3 in H9c2 cells.","Human","miR-190a-5p :-: GLS2, GLS2 :+: Lpid ROS, Lipid ROS :+: Ferroptosis, miR-190a-5p :-: GLS2, GLS2 :+: MDA, MDA :+: Ferroptosis, miR-190a-5p :-: GLS2, GLS2 :+: Fe2 accumulation, Fe2 accumulation :+: Ferroptosis","Validated",0,"_NA_","_NA_","34111670","miR-190a-5p in article.",2022-03-03,"FerrDb team","RNA, micro"
"Ferroptosis","FGF21","HGNC:3678","ENSG00000105550","_NA_","FGF21 attenuates ferroptosis by promoting HO-1 ubiquitination and degradation.","Mice","FGF21 :+: FPN, FPN :-: Fe2+, Fe2+ :+: Ferroptosis, FGF21 :+: FTH, FTH :-: Fe2+, Fe2+ :+: Ferroptosis, FGF21 :+: FTL, FTL :-: Fe2+, Fe2+ :+: Ferroptosis, FGF21 :+: GPX4, GPX4 :-: Ferroptosis, FGF21 :+: NRF2, NRF2 :-: Ferroptosis, FGF21 :-: PTGS2, PTGS2 :+: Ferroptosis, FGF21 :-: Lipid ROS, Lpid ROS :+: Ferroptosis, FGF21 :-: MDA, MDA :+: Ferroptosis, FGF21 :+: GSH, GSH :-: Ferroptosis, FGF21 :-: HO-1, HO-1 :+: Ferroptosis, FGF21 :+: SLC7A11, SLC7A11 :-: Ferroptosis, FGF21 :+: FTH, FTH :-: Fe2+, Fe2+ :+: Ferroptosis","Validated",0,"_NA_","Q9NSA1","34530349","_NA_",2022-03-07,"FerrDb team","gene with protein product"
"Ferroptosis","CREB1","HGNC:2345","ENSG00000118260","_NA_","CREB stimulates GPX4 transcription to inhibit ferroptosis in lung adenocarcinoma.","Human","CREB1 :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","P16220","33846793","CREB in article.",2022-03-07,"FerrDb team","gene with protein product"
"Ferroptosis","CREB3","HGNC:2347","ENSG00000107175","_NA_","CREB stimulates GPX4 transcription to inhibit ferroptosis in lung adenocarcinoma.","Human","CREB3 :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","O43889","33846793","CREB in article.",2022-03-07,"FerrDb team","gene with protein product"
"Ferroptosis","CREB5","HGNC:16844","ENSG00000146592","_NA_","CREB stimulates GPX4 transcription to inhibit ferroptosis in lung adenocarcinoma.","Human","CREB5 :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","Q02930","33846793","CREB in article.",2022-03-07,"FerrDb team","gene with protein product"
"Ferroptosis","FTMT","HGNC:17345","ENSG00000181867","_NA_","FtMt deletion aggravates cerebral I/R-induced ferroptosis.","Mice","FTMT :+: GPX4, GPX4 :-: Ferroptosis, FTMT :+: GSH, GSH :-: Ferroptosis, FTMT :-: Lipid ROS, Lipid ROS :+: Ferroptosis, FTMT :+: FPN1, FPN1 :-: Fe2, Fe2 :+: Ferroptosis","Validated",0,"_NA_","Q8N4E7","33953171","_NA_",2022-03-08,"FerrDb team","gene with protein product"
"Ferroptosis","GOT1","HGNC:4432","ENSG00000120053","_NA_","GOT1 suppression potentiates ferroptosis sensitivity.","Human","GOT1 :-: labile iron, labile iron :+: Ferroptosis","Validated",0,"_NA_","P17174","34381026","_NA_",2022-03-08,"FerrDb team","gene with protein product"
"Ferroptosis","TFRC","HGNC:11763","ENSG00000072274","_NA_","Tfr1 deletion activates ferroptosis in skeletal muscle upon muscular regeneration.","Mice","TFRC :+: GPX4, GPX4 :-: Ferroptosis, TFRC :+: GSH, GSH :-: Ferroptosis, TFRC :-: MDA, MDA :+: Ferroptosis, TFRC :-: Lpid ROS, Lipid ROS :+: Ferroptosis, TFRC :-: Labile iron, Labile iron :+: Ferroptosis","Validated",0,"_NA_","P02786","33955709","Tfr1 in article.",2022-03-08,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","GPX4 deficiency induces HSPC ferroptosis in vitro.","Mice","GPX4 :-: Lpid ROS, Lpid ROS :+: Ferroptosis","Validated",0,"_NA_","P36969","34267193","_NA_",2022-03-08,"FerrDb team","gene with protein product"
"Ferroptosis","MIR130B","HGNC:31515","ENSG00000283871","_NA_","miR-130b-3p suppresses erastin or RSL3-induced ferroptosis in melanoma cells.","Human","miR-130b-3p :-: DKK1, DKK1 :-: Nrf2/HO-1 pathway, Nrf2/HO-1 pathway :-: Ferroptosis, miR-130b-3p :-: Lipid ROS, Lpid ROS :+: Ferroptosis, miR-130b-3p :-: iron accumulation, iron accumulation :+: Ferroptosis","Validated",0,"_NA_","_NA_","34117611","miR-130b-3p in article",2022-03-10,"FerrDb team","RNA, micro"
"Ferroptosis","BEX1","HGNC:1036","ENSG00000133169","_NA_","Taken together, these findings demonstrate that BEX1 promotes cell survival in adrenal cells by mediating the inhibition of ferroptosis and suggest a function for BEX1 in the pathogenesis of APAs.","Human","BEX1 :-: Ferroptosis","Validated",0,"_NA_","Q9HBH7","33745298","_NA_",2022-03-10,"FerrDb team","gene with protein product"
"Ferroptosis","ASAH2","HGNC:18860","ENSG00000188611","_NA_","Our data thus indicate the Asah2 represses Hmox1 expression to reduce lipid ROS to suppress ferroptosis.","Mice","ASAH2 :-: p53, p53 :+: Hmox1, Hmox1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, ASAH2 :-: p53, p53 :-: GSH, GSH :-: Ferroptosis","Validated",0,"_NA_","Q9NR71","33547170","_NA_",2022-03-15,"FerrDb team","gene with protein product"
"Ferroptosis","SCD","HGNC:10571","ENSG00000099194","_NA_","Mechanistically, SCD1 leads to fatty acid (FA) desaturation and FABP4 derived from TEM enhances lipid droplet (LD) in cancer cells, which cooperatively protect from oxidative stress-induced ferroptosis.","Mice","SCD :-: Ferroptosis","Validated",0,"Ortholog mice gene","O00767","34030117","SCD1 in article.",2022-03-15,"FerrDb team","gene with protein product"
"Ferroptosis","FABP4","HGNC:3559","ENSG00000170323","_NA_","Mechanistically, SCD1 leads to fatty acid (FA) desaturation and FABP4 derived from TEM enhances lipid droplet (LD) in cancer cells, which cooperatively protect from oxidative stress-induced ferroptosis.","Human","FABP4 :-: Ferroptosis","Validated",0,"_NA_","P15090","34030117","_NA_",2022-03-15,"FerrDb team","gene with protein product"
"Ferroptosis","AKT1S1","HGNC:28426","ENSG00000204673","_NA_","mTORC1 inhibition sensitizes cancer cells or tumors to ferroptosis.","Human","AKT1S1 :-: Ferroptosis","Deduced",0,"_NA_","Q96B36","33707434","mTORC1 in article. mTORC1 exists as a multiprotein complex consisting of mTOR, Raptor, and other proteins.",2022-03-15,"FerrDb team","gene with protein product"
"Ferroptosis","MLST8","HGNC:24825","ENSG00000167965","_NA_","mTORC1 inhibition sensitizes cancer cells or tumors to ferroptosis.","Human","MLST8 :-: Ferroptosis","Deduced",0,"_NA_","Q9BVC4","33707434","mTORC1 in article. mTORC1 exists as a multiprotein complex consisting of mTOR, Raptor, and other proteins.",2022-03-15,"FerrDb team","gene with protein product"
"Ferroptosis","MTOR","HGNC:3942","ENSG00000198793","_NA_","mTORC1 inhibition sensitizes cancer cells or tumors to ferroptosis.","Human","MTOR :-: Ferroptosis","Deduced",0,"_NA_","P42345","33707434","mTORC1 in article. mTORC1 exists as a multiprotein complex consisting of mTOR, Raptor, and other proteins.",2022-03-15,"FerrDb team","gene with protein product"
"Ferroptosis","RPTOR","HGNC:30287","ENSG00000141564","_NA_","mTORC1 inhibition sensitizes cancer cells or tumors to ferroptosis.","Human","RPTOR :-: Ferroptosis","Deduced",0,"_NA_","Q8N122","33707434","mTORC1 in article. mTORC1 exists as a multiprotein complex consisting of mTOR, Raptor, and other proteins.",2022-03-15,"FerrDb team","gene with protein product"
"Ferroptosis","CDH1","HGNC:1748","ENSG00000039068","_NA_","These results indicate that the inhibition of E-cadherin or the induction of EMT enhance ferroptosis.","Human","CDH1 :-: Lipid ROS, Lpid ROS :+: Ferroptosis, CDH1 :-: Fe2, Fe2 :+: Ferroptosis","Validated",0,"_NA_","P12830","34801472","E-cadherin in article.",2022-03-15,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT1","HGNC:14929","ENSG00000096717","_NA_","SIRT1 inhibits FCs ferroptosis in excess iron.","Human","SIRT1 :-: Lpid ROS, Lipid ROS :+: Ferroptosis, SIRT1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q96EB6","34000515","_NA_",2022-03-16,"FerrDb team","gene with protein product"
"Ferroptosis","TYRO3","HGNC:12446","ENSG00000092445","_NA_","Inhibition of TYRO3 enhances ferroptosis and sensitizes resistant tumors to anti-mPD-1 therapy.","Human, mice","TYRO3 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, TYRO3 :+: AKT, AKT :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","Q06418","33855973","_NA_",2022-03-16,"FerrDb team","gene with protein product"
"Ferroptosis","SIRT6","HGNC:14934","ENSG00000077463","_NA_","SIRT6 silencing overcomes resistance to sorafenib by promoting ferroptosis in gastric cancer.","Human","SIRT6 :+: GPX4, GPX4 :-: Ferroptosis, SIRT6 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, SIRT6 :-: Fe2+, Fe2+ :+: Ferroptosis, SIRT6 :-: MDA, MDA :+: Ferroptosis, SIRT6 :+: GSH, GSH :-: Ferroptosis, SIRT6 :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","Q8N6T7","34530350","_NA_",2022-03-16,"FerrDb team","gene with protein product"
"Ferroptosis","TMSB4X","HGNC:11881","ENSG00000205542","_NA_","Thymosin beta 4 alleviates non-alcoholic fatty liver by inhibiting ferroptosis via up-regulation of GPX4.","Human, rat","TMSB4X :-: Lpid ROS, Lipid ROS :+: Ferroptosis, TMSB4X :-: MDA, MDA :+: Ferroptosis, TMSB4X :+: GSH, GSH :-: Ferroptosis, TMSB4X :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","P62328","34280397","Tβ4 in article.",2022-03-16,"FerrDb team","gene with protein product"
"Ferroptosis","TMSB4Y","HGNC:11882","ENSG00000154620","_NA_","Thymosin beta 4 alleviates non-alcoholic fatty liver by inhibiting ferroptosis via up-regulation of GPX4.","Human, rat","TMSB4Y :-: Lpid ROS, Lipid ROS :+: Ferroptosis, TMSB4Y :-: MDA, MDA :+: Ferroptosis, TMSB4Y :+: GSH, GSH :-: Ferroptosis, TMSB4Y :+: GPX4, GPX4 :-: Ferroptosis","Deduced",0,"_NA_","O14604","34280397","Tβ4 in article.",2022-03-16,"FerrDb team","gene with protein product"
"Ferroptosis","KIF20A","HGNC:9787","ENSG00000112984","_NA_","High KIF20A expression in resistant CRC cell line suppressed the intracellular ferroptosis process.","Human","KIF20A :+: NUAK1, NUAK1 :+: NRF2, NRF2 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","O95235","33819186","_NA_",2022-03-16,"FerrDb team","gene with protein product"
