,unique_id,target_id,regulator_id,disease_id,drug_id,unique_id,Regulation,drug2ferroptosis,drug2regulator,drug2target,regulator to target gene,regulator2ferroptosis,target_role4ferroptosis,Vivo model,ReferenceID,disease_detail_icd,disease_detail,in_vitro,Cell Line,pathway_id,Cell_progress
445,unique00299,Q16236,P31749,ICD-11: ND51,lipoxin A4,unique00299,"Lipoxin A4 (LXA4) enhanced the protein expression of p-AKT, nuclear factor (erythroid-derived 2)-like 2 (Nrf2) and haem-oxygenase-1 (HO-1) in primary spinal cord neurons. LXA4 exerted a neuroprotective effect in Erastin-induced ferroptosis of primary spinal cord neurons by activating the Akt/Nrf2/HO-1 signaling pathway. Thus, LXA4 may be a potential therapeutic agent for spinal cord injury (SCI).",Suppressor,Up regulation,Up regulation,Up regulation,Suppressor,Marker/Suppressor,"Pregnant C57BL/6 mouse was purchased from Laboratory Animal Center of Xinxiang Medical University. pregnant mouse was anesthetized with CO2 and sacrificed by cervical dislocation at embryonic day 15. All embryos were separated from pregnant mouse under aseptic conditions. Under dissection microscope, each embryo was quickly killed by cervical dislocation, and the spinal cord was isolated. The membrane of the spinal cord and dorsal root ganglion was removed from the spinal cord applying microforceps. Subsequently, the spinal cord was quickly cut into small pieces (1 mm<sup>3</sup>) using ultrafine microscissors.",REF000419,ICD-11: ND51,Spinal cord injury,CELL10146,Primary spinal cord neurons,Fatty acid metabolism (hsa01212); PI3K-Akt signaling pathway (hsa04151),Cell ferroptosis
446,dupunique01741,P21673,P04637,ICD-11: NE61,Sevoflurane,dupunique01741,"Sevoflurane could enhance 15LO2-PEBP1 interaction and activate ATM and its downstream P53/SAT1 pathway, which might be attributed to excessive p-ATM nuclear translocation, indicating a potential therapeutic target for ameliorating sevoflurane-induced neurotoxicity.",Inducer,Up regulation,Up regulation,Up regulation,Driver,Driver,"Pregnant rats were placed in a dedicated plastic chamber with ambient gas at a flow rate of 2L/min. Fer-1 solubilized in saline and 1% dimethyl sulfoxide (DMSO) and PD146176 (a specific 15LOX inhibitor) dissolved in corn oil containing 1% DMSO were administered intraperitoneally to rats at a dose of 5 mg/kg 1 h before each exposure, respectively. Similarly, 0.5 mg/kg Ku55933 (an ATM inhibitor), which is diluted in saline containing 1% DMSO, was intraperitoneally administered 2 h previously.",REF000960,ICD-11: NE61,Sevoflurane induced neurotoxicity,CELL10005,Brain tissues,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
447,unique00789,P36969,.,ICD-11: 1C60,Methamphetamine,unique00789,"Methamphetamine (METH) and HIV-1 lead to oxidative stress and their combined effect increases the risk of HIV-associated neurocognitive disorder (HAND), which may be related to the synergistic ferroptotic impairment in microglia. We found that METH and HIV-1 Tat reduced the expression of ferroptotic protein GPX4 and the cell viability and enhanced the expression of P53 and the level of ferrous iron, while the above indices were significantly improved with pretreatment of ferrostatin-1.",Inducer,.,Down regulation,.,.,Suppressor,.,REF001010,ICD-11: 1C60-1C62,HIV-associated neurocognitive disorder,CELL00544,BV2,Ferroptosis (hsa04216); Fatty acid metabolism (hsa01212),Cell ferroptosis
448,unique01781,Unspecific Target,P04637,ICD-11: 1C60,Methamphetamine,unique01781,"Methamphetamine (METH) and HIV-1 lead to oxidative stress and their combined effect increases the risk of HIV-associated neurocognitive disorder (HAND), which may be related to the synergistic ferroptotic impairment in microglia. We found that METH and HIV-1 Tat reduced the expression of ferroptotic protein GPX4 and the cell viability and enhanced the expression of P53 and the level of ferrous iron, while the above indices were significantly improved with pretreatment of ferrostatin-1.",Inducer,Up regulation,.,.,Driver,.,.,REF001010,ICD-11: 1C60-1C62,HIV-associated neurocognitive disorder,CELL00544,BV2,Ferroptosis (hsa04216); Fatty acid metabolism (hsa01212),Cell ferroptosis
449,unique01406,P17174,MIMAT0000441,ICD-11: 1G40,.,unique01406,NEAT1 functions as a ceRNA for miR-9-5p to facilitate TFRC and GOT1 expression. Overexpression of NEAT1 enhanced ferroptosis stress in bEnd.3 cells. Increased miR-9-5p alleviated sepsis-induced ferroptosis by suppressing the expression of TFRC and GOT1 both in vivo and in vitro.,.,.,.,Down regulation,Driver,Driver/Suppressor,"Thirty specific-pathogen-free (SPF) male C57BL/6 rats at 8 weeks weighing 200-250 g were obtained from the Experimental Animal Center of Sun Yat-sen University (Guangzhou, China). The rats were housed under room temperatures (25 &plusmn; 2 and 12-h light/dark cycle) and given water and food ad libitum before the trial. Then, they were randomly assigned into the control group (n = 10), model group (n = 10), and model + miR-9-5p angomir group (n = 10). All animal procedures were performed under the Care and Use of Laboratory Animals guidelines and approved by the Guangdong Academy of Medical Sciences. According to a previous study, sepsis was induced by the cecal ligation and puncture (CLP) method. Briefly, we anesthetized the rats with 5% chloral hydrate (0.6 ml/100 g body weight) and made a 1.5 cm midline incision on the anterior abdomen to expose the cecum. Then, the cecum was ligated at 30%, punctured twice with a No.4 surgical needle to extrude the fecal content. Finally, 1 ml of normal saline was used for resuscitation. The rats in miR-9-5p angomir group were injected with 100 ng/ul miR-9-5p angomir (RiboBio, Guangzhou, China) into caudal vein (model + miR-9-5p angomir). The rats in the control group experienced the same procedure without ligation and puncture.",REF000648,ICD-11: 1G40-1G41,Sepsis,CELL00543,bEnd.3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation; Cell apoptosis
450,unique01552,P17174,MIMAT0000441,ICD-11: 1G40,.,unique01552,"Sepsis induced high expression of serous exosome-derived NEAT1, and it might exacerbate sepsis-associated encephalopathy (SAE) by promoting ferroptosis through regulating miR-9-5p/TFRC and GOT1 axis. And NEAT1 functions as a ceRNA for miR-9-5p to facilitate TFRC and GOT1 expression.",.,.,.,Down regulation,Suppressor,Driver/Suppressor,"Thirty specific-pathogen-free (SPF) male C57BL/6 rats at 8 weeks weighing 200-250 g were obtained from the Experimental Animal Center of Sun Yat-sen University (Guangzhou, China). Briefly, we anesthetized the rats with 5% chloral hydrate (0.6 ml/100 g body weight) and made a 1.5 cm midline incision on the anterior abdomen to expose the cecum. Then, the cecum was ligated at 30%, punctured twice with a No.4 surgical needle to extrude the fecal content. Finally, 1 ml of normal saline was used for resuscitation. The rats in miR-9-5p angomir group were injected with 100 ng/ul miR-9-5p angomir (RiboBio, Guangzhou, China) into caudal vein (model + miR-9-5p angomir). The rats in the control group experienced the same procedure without ligation and puncture.",REF000763,ICD-11: 1G40-1G41,Sepsis-associated encephalopathy,CELL00543,bEnd.3,Glutathione metabolism (hsa00480); Ferroptosis (hsa04216),Cell ferroptosis
451,unique01404,P17174,ENSG00000245532,ICD-11: 1G40,.,unique01404,NEAT1 functions as a ceRNA for miR-9-5p to facilitate TFRC and GOT1 expression. Overexpression of NEAT1 enhanced ferroptosis stress in bEnd.3 cells. Increased miR-9-5p alleviated sepsis-induced ferroptosis by suppressing the expression of TFRC and GOT1 both in vivo and in vitro.,.,.,.,Up regulation,Suppressor,Driver/Suppressor,"Thirty specific-pathogen-free (SPF) male C57BL/6 rats at 8 weeks weighing 200-250 g were obtained from the Experimental Animal Center of Sun Yat-sen University (Guangzhou, China). The rats were housed under room temperatures (25 &plusmn; 2 and 12-h light/dark cycle) and given water and food ad libitum before the trial. Then, they were randomly assigned into the control group (n = 10), model group (n = 10), and model + miR-9-5p angomir group (n = 10). All animal procedures were performed under the Care and Use of Laboratory Animals guidelines and approved by the Guangdong Academy of Medical Sciences. According to a previous study, sepsis was induced by the cecal ligation and puncture (CLP) method. Briefly, we anesthetized the rats with 5% chloral hydrate (0.6 ml/100 g body weight) and made a 1.5 cm midline incision on the anterior abdomen to expose the cecum. Then, the cecum was ligated at 30%, punctured twice with a No.4 surgical needle to extrude the fecal content. Finally, 1 ml of normal saline was used for resuscitation. The rats in miR-9-5p angomir group were injected with 100 ng/ul miR-9-5p angomir (RiboBio, Guangzhou, China) into caudal vein (model + miR-9-5p angomir). The rats in the control group experienced the same procedure without ligation and puncture.",REF000648,ICD-11: 1G40-1G41,Sepsis,CELL00543,bEnd.3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation; Cell apoptosis
452,unique01551,P17174,ENSG00000245532,ICD-11: 1G40,.,unique01551,"Sepsis induced high expression of serous exosome-derived NEAT1, and it might exacerbate sepsis-associated encephalopathy (SAE) by promoting ferroptosis through regulating miR-9-5p/TFRC and GOT1 axis. And NEAT1 functions as a ceRNA for miR-9-5p to facilitate TFRC and GOT1 expression.",.,.,.,Up regulation,Driver,Driver/Suppressor,"Thirty specific-pathogen-free (SPF) male C57BL/6 rats at 8 weeks weighing 200-250 g were obtained from the Experimental Animal Center of Sun Yat-sen University (Guangzhou, China). Briefly, we anesthetized the rats with 5% chloral hydrate (0.6 ml/100 g body weight) and made a 1.5 cm midline incision on the anterior abdomen to expose the cecum. Then, the cecum was ligated at 30%, punctured twice with a No.4 surgical needle to extrude the fecal content. Finally, 1 ml of normal saline was used for resuscitation. The rats in miR-9-5p angomir group were injected with 100 ng/ul miR-9-5p angomir (RiboBio, Guangzhou, China) into caudal vein (model + miR-9-5p angomir). The rats in the control group experienced the same procedure without ligation and puncture.",REF000763,ICD-11: 1G40-1G41,Sepsis-associated encephalopathy,CELL00543,bEnd.3,Glutathione metabolism (hsa00480); Ferroptosis (hsa04216),Cell ferroptosis
453,unique00625,P36969,.,ICD-11: 1G40,Acetaminophen,unique00625,"In both animal and cell studies, Acetaminophen reduced iron content, ROS, glutamate antiporter (xCT), 4-hydroxy-2-nonenal (4-HNE) levels but increased GPX4 expression. Our findings suggest that APAP reduces sepsis-induced cognitive impairment by reducing ferroptosis, which is mediated by the GPX4 signaling pathway.",Suppressor,.,Up regulation,.,.,Suppressor,"Healthy male C57BL/6J mice, weighing 22-24 g, 6 weeks old, were purchased from Tianyao Biotechnology Company (Tianjin, China) and housed in an environment free of specific pathogenic bacteria: temperature 22-24 , relative humidity 50%-70%, alternating day and night every 12 h, and free access to water. The cecal ligation and puncture (CLP) approach was used to establish septic mouse models. The survival rates for 7 days were determined. The Morris water maze (MWM) was utilized to assess cognitive function. Hematoxylin and eosin (HE) staining identified histopathologic alterations in hippocampal tissue.",REF000855,ICD-11: 1G40-1G41,Sepsis-associated encephalopathy,CELL10017; CELL00549,Hippocampal tissue; HT22,Ferroptosis (hsa04216),Cell ferroptosis
454,unique00665,P36969,.,ICD-11: 1G40,Iridin,unique00665,"In conclusion, irisin could ameliorate inflammatory microenvironment in Sepsis-associated encephalopathy by suppressing hippocampus ferroptosis via the Nrf2/GPX4 signaling pathway.",Suppressor,.,Up regulation,.,.,Suppressor,"Eight-week-old wild-type (WT) and Nrf2-knockout (Nrf2-/-) littermate male mice on a C57BL/6J background were purchased from Cyagen (Suzhou, China.) and maintained at the Centre for Animals of Wuhan University (Wuhan, China). Before the experiment, the mice were separated and given light and dark cycles for 12 h, 22 &plusmn; 0.5 temperature, 60 &plusmn; 10% humidity, and free accessed to food and water for at least 1 week. Mice were randomly distributed into sham, CLP, CLP + Irisin (Ir group) and CLP + Irisin + Era (Ir + Era group) groups.",REF000892,ICD-11: 1G40-1G41,Sepsis-associated encephalopathy,CELL00549,HT22,Fatty acid metabolism (hsa01212),Cell ferroptosis
455,unique00115,P36969,.,ICD-11: 1G40,Dexmedetomidine,unique00115,"The attenuation of sepsisinduced HO1 overexpression and iron concentration, and the reduction of ferroptosis via enhancing GPX4, may be the major mechanisms via which Dexmedetomidine alleviates sepsis induced myocardial cellular injury.",Suppressor,.,Up regulation,.,.,Suppressor,"A total of 32 male C57BL/6 mice (25 g, 8 weeks old) were obtained from the Guangdong Medical Lab Animal Center and housed in the Laboratory Animal Service Center (Jinan University, Guangdong, China). Mice were anesthetized with isoflurane (RWD Life Science) inhalation at the concentration of 2.5% for anesthetic induction and then at 1% for anesthetic maintenance until the end of the CLP. During the experiment, the body temperature was kept at 36-38 with a heating pad. Anesthetized mice were subjected to midline laparotomy. The cecum was carefully separated to avoid blood vessels damage and the cecum was identified and punctured twice with a 22-gauge needle. Then, the abdominal cavity was closed with two epithelium layers, followed by a normal saline injection subcutaneously for resuscitation before mice were returned to the cage.",REF000171,ICD-11: 1G40-1G41,Sepsis,CELL10161,Ventricular tissue,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
